Url,Text,Author
https://vk.com/wall-34963413_428204,"Что видят люди, глядя на эвок 1 поколения? Красивый, стильный, сравнительно недорогой кроссовер, мечта девочек и творческих глиномесов, чей раздолбанный тузец перестал влезать в MINI. 
Что видит фанат марки, ездивший на нормальных ЛР? 
Всратый шмат чистого убожества, беззастенчиво ссущий в озеро элитарности Land Rover и Range Rover в частности.
Первое поколение эвока - это кровавый выпердыш маркетологов, которые заправили жирный, толстый и потный хуй защеку всем фанатам марки, поставив во главу угла моднявый дизайн, похерив весь арсенал традиционных плюх ЛР, жа которые их и любят. 
Как-то загнав свой фрил в сервис, я получил на подмену эвок в жиру. Купе, панорама, дизель 190сил. 
Я был счастлив, потому что техника реально красива и вызывала у меня неподдельный интерес на фоне консервативного фрилендера. 
Первая реакция:
Кайф! Красиво, стильно, современно!
Выехал на дороги- супер. Острое управление, взгляды собираешь стабильно (в 2013ом эта тачка была магнитом для внимания окружающих) 
Но все быстро закончилось и полезли косяки. 
В чем прелесть ренджей? В том, что они могут одинаково круто себя проявить во всех дисциплинах. 
Оффроуд, дальняки, городской траффик и все это в совокупности с необычаянным комфортом. Шильдик обязывает. 
А эвок? 
Индивидуального подлокотника нет. 
Левый локоть закинуть на традиционную полку оконную нельзя. Она высоко. Спустя 4 часа за рулем этой тачки ловишь себя на мысли, что спина и плечи побаливают, сидухи жестковаты и сам ты утомлен. Обзорность шляпа. Проходимость неплохая, но это и близко не уровень ЛР. Капитанской посадки нет, сидишь где-то на уровне водителя солярки. Салон непрактичен и неудобен. Подвеска жестковата- стыки на трешке выбешивают до жути. 
Если рассматривать эвок в вакууме, в отрыве от марки, это просто симпотный паркетник. Но если ты фанат марки, если знаешь как должен себя вести автомобиль с шильдой LR, то тебя ждут жопные боли и непроходящее ощущение, что тебя где-то основательно наебали. 
Я уже молчу, что технически эвок это рескин испорченного фрила. Та же коробка, те же движки. В ресте коробке докинули ступеней. 
После того, как я сменил обратно эвок на фрила, я ощутил себя в раю. Мягко, комфортно, высоко, уверенно и легко. 
К чести марки, они свои косяки поправили в новом поколении. Новый Эвок это укороченный велар со всеми вытекающими. А велар охуенен и о нем я закину пост позже",id35629795
https://vk.com/wall-34963413_427970,"Если ты еще не читал мое пояснение по фрилендеру, то начни с него, потому что это сиквел.
А что, если у тебя больше денег, чем на фрилендер, хочется всего того же, но больше?
Слышал поговорку ""жадность фраера сгубила""? Ликуй, дружище, она не про тебя, ибо и по твоей улице проехал инкассатор.
И имя ему Range Rover Sport в первом поколении, рест. Да еще и комплектация HSE, да еще и обвес автобиография, да еще и 13 года, когда вовсю уже продавался новый кузов.
А это значит ты не из тех бомжей, что купили стоящий на коленях ренджак за пицот. Ты из тех бомжей, которые купили за почти-некро за полтора-два. 
Теперь ты можешь запарковаться на смотровой, опустить пневму и присесть на багажник, покуривая кальян с таким пафосным ебальником, будто у тебя как минимум нефтянная вышка или хинкальная в спальном районе, на худой конец. (Илюша, шалом) 
...
Но давай ближе к скучному конструктиву:
 1. Дизайн. Это современная классика. Он не стареет. Он прекрасен в своей завершенности.
 2.Все плюсы, что я перечислил для фрила актуальны и тут. Только каждый умножь на 2. Он комфортнее, он красивее, он брутальнее, он технологичнее. 
 3.Салон. Посадка ""гибридная"". Вроде как капитанская, но чуток в горизонталь уходит. Но фирменный, царский комфорт присутствует. Более богатый и приятный салон тоже. А шумоизоляция- мое почтение. Двойные стекла, кстати. 
 4.Как он едет... вообще это стоило сказать еще в пояснении на Фрилендер. То, насколько породисто едут автомобили LR - очень тяжело объяснить человеку со стороны. Причем это справедливо как для флагманских моделей, так и для бюджетного фрила. (исключения - старые дефы и эвок первого поколения) 
Они не едут. Они утюжат. Это двухтонные всесокрушающие утюги, которые проминают под собой любое покрытие и ненасытно пожирают километры, конвертируя их в чистое, незамутненное удовольствие для водителя. И он едет по любому покрытию настолько уверенно и борзо, что иногда начинаешь переживать, что пока ты спишь, он может сам по себе захватить Польшу или взять на таран авианосец и нассать на басурманский F16
Представь, что ты сидишь на кресле качалке у камина. В левой руке у тебя стакан самого лучшего виски или коньяка. В правой руке сигара, из лучшего табака, скатанная на бедре потрясающей мулатки. Ты в дорогущем шелковом халате на голое тело. Распахнутом. А в ногах у тебя, стоя на коленях на шкуре белого медведя стоят Анджелина Джоли и Моника Белуччи в лучших своих годах. И они играют в камень-ножницы-бумага, за право первой тебе отсосать. 
Вот, что такое езда на полностью исправном и ухоженном рендж ровере 3-4 или РРС 1.
И при этом, он все тот же сверх-универсальный автомобиль, на котором можно и в говна, и в высший свет, и в дальние пробросы. Он умеет все, и он во всем хорош без всяких компромиссов. 
Если фрилендер мне позволял проехать 2000км без остановок, но уже уставшим и сонным, то в РРС я проезжал это же расстояние абсолютно свежим и полным сил. 
А еще он рамный. Это не плюс, не минус. Просто факт. Коробка живет ровно столько, сколько ты ей позволишь. Будешь аккуратен - пройдет дохуя. Нет- чуть меньше. 
Пневма что на ррс, что на рр, что на диско 3 и 4 надежна. Эпоха стоящих раком на пневме ренджей ушла давно и безвозвратно. Поколения квадратных LRлв последних лет выпуска отточено и пролечено. И надежность их напрямую коррелирует с уходом и заботой, поэтому не вздумай экономить. 
Двигатели: 
 1. старые атмосферники забудьте. Некруха отжаренная
 2.Более свежие бензинки. Атмо и компрессор. Охуенные. Надежные. Эмоциональные. Но налоговые и жрущие. Если ты можешь себе позволить содержание такого авто на повседневе, у тебя точно есть бабки на тачку посвежее, чем первый спорт
 3. Турбо-дизель 3.6 достаточно надежен. Если найдешь в хорошем сохране тачку с таким движком - бери, не задумывайся. Минус- это налог. Он малость перевалил за 250 коней. 
 4. Чуешь? Чуешь эти мурашки, которые пробежали про твоему лохматому анусу? Ты понял о чем сейчас пойдет речь: великий и ужасный 3.0 турбо-дизель. Тот самый, у которого ломает коленвал без всяких предпосылок на лютом рандоме. 
Но давай подробно и по факту: двигатель охуенный. В салоне не слышен почти, тяговитый, эластичный, полка момента ровная до 160-170. Экономичный- 11 в городе, 6,8 на трассе при езде 90км/ч на круизе. 
А это тот же заветный шаг в 1000км по трассе. Подхватывает с самых низов этот движок очень приятно и породисто. 
А теперь к его проблеме с коленом. 
Да, колено ломает. 
И ты попадаешь на капиталку. 
Качественно и с гарантией ремонт сделают только в 1 сервисе страны. И там очередь на пару месяцев. И стоит это пол ляма. 
Из-за чего это происходит: колено ломает после проворота вкладышей. А те проворачивает из-за хуевых зазоров и перегрева. Была попытка пофиксить проблему, сделав эти вкладыши на ""замочках"", но не сработало. 
Можно ли этого избежать? Да. 
 1. Очень внимательно следи за системой охлаждения. Возлюби ее, как ближнего своего. Люби, цени и ухаживай. 
 2.Не гарцуй. Хоть у него и есть приставка ""Sport"" в названии, LR не про навал и суету. LR это про сочетание запредельной уверенности в любых условиях и невероятного комфорта. За его рулем, ты успешный батя, который ленивым взглядом скользит по суетологам на приорах. Даже SVA с 500-сильным компрессорным движком настроен на деликатный, аккуратный разгон. 
 3.Делай ТО раз в 8000км, заливай не поддельное масло и качественный дизель
Прими идеологию марки, правильно обслуживай спорта, присматривай за системой охлаждения. 
И будет тебе счастье. 
У меня за 240 000 км менялись только мелочи. Коробка, двигатель, турбина, пневма- все работало на момент продажи ровно так же, как и на моменте покупки. 
Автомобиль великолепен. И я по нему очень тоскую. 
У каждого из тех, кто любит тачки и застал нормальные машины, а не этот одноразовый хлам, собранный из переработанной туалетной бумаги, есть своя сокровенная модель, которую он когда-то ""непременно купит"", чтобы восстановить до заводского состояния и кайфовать. 
У меня это RRS. Точно такой же, какой был у меня. На фоне опыта с более чем 50 автомобилями в свои 30 лет.
Владение ухоженным RRS первого поколения в ресте, это жаркий, бешенный и страстный роман с полным взаимопониманием и нескончаемым конфетно-букетным периодом, пока окружающие погрязли в рутине.",id35629795
https://vk.com/wall-34963413_427815,"Рамный, надежный, рокочущий, веселый и злой внедорожник с актуальным дизайном в богатом фарше за 750к - существует, но его у тебя никогда не будет.
....
Чем хорош дорестовый nissan pathfinder в 51 кузове? У него есть охуительный мотор V6 4.0
Но он скучно-рубленный снаружи и чудовищно уебищный внутри.
Чем хорош рестовый? Его кузов оброс мускулистыми гранями, а салон приобрел благородный вид.
Но его богический 4.0 бенз сменил максимально ублюдский 3.5 дизель, а эта железка- ебанашка со стажем. Ломается как мразь, непрогнозируемо, внезапно и безвозвратно. 
Но есть редчайшее исключение. И это он, арабский паф
Был куплен в 2007 году в ОАЭ. Общий дизайн внешки и салона рестайлинга, за редкими исключениями, вкупе с тем самым 4.0.
Но, допустим, звезды сошлись, ты довел до струйного оргазма всех престарелых гадалок своего крыжопля, и они указали морщинистыми пальчиками на место, где такой можно купить. И ты все-равно в пролете. Почему? Потому что они гниют. У 9 из 10 пафиков всея Руси нутро гнилое, как сердце генерала Шепарда и трусоватость ДИМОООООООНА из ""бумера"" вместе взятые.
Почему же у моего бывшего ни грамма ржи? А потому что он не видал суровых зим и реагентов, катаясь по Северной Осетии-Алании.
Чем еще отличается этот экземпляр от других? Широкой площадкой на заднем бампере, фактурной крышкой 5 двери и парой доп.показателей на приборной панели.
Традиционные плюсы и минусы, начнем в плюсов:
 1. Двигатель. Он надежен, неприхотлив и зол. В сочетании с 5-ступенчатой коробкой, нажимая педаль в пол, ты получаешь злющий пинок под хвост, паровозную тягу и ощутимые, олдскульные переключения передач. И это охуенно. Кажется, что динамика НАМНОГО реще скромного паспорта. Для сравнения, его прямой конкурент прадо с похожим v6 4.0 разгоняется очень мягонько, плавненько и скучно.
 2.Подвеска. Она плотная. Даже жестковатая. Но вместе с тем, этот бегемот может на очень внушительных скоростях залетать в поворот как по рельсам, как не снилось ни патрулям, ни крузакам, ни прадикам. А наблюдать за охуевающими от разрыва шаблона глазами водителей на светофорах, когда ты в живописнейшем зимнем дрифте выходишь боком в поворот, с громким рычанием атмосферника и фонтанами снега камшотишь их лобовухи- бесценно. И да, тут можно ездить чисто на заднем приводе. 
 3.Кожа и пластик. Выносливы. Сидушка под моей 100кг-ой жопой не просела, кожа не потрескалась и не порвалась за 11 лет в семье. Кнопки не затерлись, а салон не заселили сверчки. Кроме одного. В сидушке пассажира. 
 4.Комплектация LE- кожа-рожа, люк, музыка BOSE, камера заднего вида, 4 зоны климата на 3 ряда сидений. Садишься в машину- руль и кресло съезжаются. Доводчик 5ой двери. Датчики давления в колесах и тд, и тп. 
 5.Багажник. Огромный, как твои кредиты и жопа никки минаж. Если опустить 2 и 3 ряд сидений, получается ровный пол. А объем пространства такой, что там можно смело основать порностудию и снимать масштабные генг-бенги. Про обычный траходром и двуспальнуюю кровать я вообще молчу. 
Минусы:
 1. Расход. В городе цифра 20 будет обычным делом. А бак эмиратского пафика в 60л заставит часто закатывать на азс. На трассе реально выжать 8.5
 2.Бензиновых машин мало, они заналоговые, на 270+ лошадей. А дизеля говно. 3.5 абсолютное зло, а 2.5 в ОЧЕНЬ ухоженном виде еще может поездить
 3.Клуб владельцев пафиков. Это пиздец, дамы и господа. Ебаная секта Бога Кузи. Каждый владелец будет визжать до хрипоты о том, насколько богический это автомобиль. А все они ездят на дизелях. И если зайти в клуб владельцев ПФ, то стена этой группы затмит знаменитую стену плача. Сплошные глюки и поломки. И не дай бог ты спизданешь что-то лишнее, отряд святой инквизиции тут же объявит тебе православный джихад под грохот рвущихся пердаков. 
 4.Шлейф подушек безопасности в руле стабильно отрыгивает на пробегах 120-150+, и ошибка подушек назойливо будет моргать, пока не поставишь оригинал. А неоригинал живет очень недолго. 
 5.Сидушки. Никакой геометрии, в городе терпимо, но на дальняках спина запросит пощады очень быстро.
....
В мире современных унисекс-турбожужжалок, бензиновый R51 это олдскульный накаченный байкер в белой майке алкоголичке, заправленной в джинсы, с трехдневной щетиной и татуировкой конфедерации, который заходит в веганское кафе, выкуривает пачку мальборо с одной затяжки, выпускает дым в лицо щупленькому официанту-пидорку с уебищным модным хвостиком на макушке , который в ужасе теряет сознание и разливает по полу огуречный смузи; закидывает на плечо самую сочную телочку в заведении и уходит с ней в закат, показывать реальную жизнь.
Да, он давно не в тренде, но он один из последних, настоящих, олдскульных и максулинных сукиных сынов, которые умеют зажигать с настоящими эмоциями.",id35629795
https://vk.com/wall-34963413_427672,"Устраивайся поудобнее, мой маленький друг, налей себе пиздатого китайского чая и укутайся в уютный бабушкин плед, я расскажу тебе о великолепном автомобиле, который выгуливает своего кучерявого бобика по губам немчуры вот уже много лет как.
Пойдем от обратного: чем хороши японские внедорожники? Они хороши в регионах, на них не страшно лезть в горы, штурмовать речки-вонючки и тд. Но они крайне уебищны на дорогах больших городов. Как тверкающая нигерша на роликах с жопой размером с Хабаровский край.
Чем хороши немецкие аналоги? Они великолепны в городе, на трассе, они экономичнее и мощнее. (гелиководы - молчать!) но вне хороших дорог все уже совсем не однозначно. 
Но есть в нашем прекрасном мире великолепное явление: Land Rover, на которых я ездил больше 10 лет. 
Например, у меня во владении был Freelander 2 в максимальной комплектации HSE, с пачкой доп.опций, и на богическом и редком бензиновом ряднике i6. 
В чем кайф этого автомобиля? Погнали пояснять:
 1. Он надежен. Его олдскульный атмосферник пройдет 300-400 тысяч км до недорогой капиталки, если заливать его качественным топливом, маслом, делать то каждые 7-8 тысяч. Он несколько раз за 7 лет ловил сильный перегрев, и выносил это без последствий. Его коробка проста и незатейлива, а ходовая вынослива. Как-то я с ночной трассы вылетел на поле перепаханное. Которое было где-то на 40-50см ниже трассы. Не заметил вовремя резкого поворота. Удар был очень жестким, ощутил, будто серпом по яйцам дали. Но никаких повреждений автомобиль не получил. Абсолютно. 
 2.Он сделан на излете тех лет, когда машины делались качественно. Охуенный пластик. Охуенная кожа, которая за 240 000км не пошла бородой. Кнопки не затираются. Шумоизоляция кайф. После 7 лет достаточно жесткой эксплуатации, ни одного сверчка в салоне. 
 3.А еще он крепкий. Однажды ваш покорный мудак заснул за рулем. Прямо на Тверской. И засадил с приличной такой скорости в тузец Ауди А8. Гордость немецкого автопрома внезапно охуела от такого бесцеремонного британского фистинга, и вся ее жопа, от бампера до заднего стекла, рассыпалась как мои школьные мечты выебать Анджелину Джоли в образе Лары Кроф. А вот у меня- выбитая противотуманка, помятое крыло, которое я заменил на разборе за 3500р и поцарапанный бампер. 
 4.Лучшая обзорность во все стороны в классе кроссоверов. Мертвых зон нет, как у вперед-смотряшего на пиратском корабле. 
 5.Расход 233-сильного бензина по трассе 8-9, в городе 16, если гарцевать 18-19. Многова-то. А вот дизельные двигатели не только столь же надежны, но и пиздаты своей экономией 150, 160 и 190 коней. Бензиновый 2.0 турбо - это богомерзкий экобуст, он нам не интересен, он бяка и хуйня. Он сосал, его ебали. 
 6.Универсальность. Он прекрасно управляется в городе. Легко и непринужденно. Он охренительно проходим. Это самый (!) проходимый кроссовер в стоке, который ты можешь себе купить. Короткая база, царские свесы и самый охуительный полный привод на муфте. Все это позволяет на равных идти с полноценными внедорожниками, и многих унижать. Если кто сомневается, на ютубе есть богический канал про очень грамотные офф-роуд тесты: Diyas Valikhan, где безрамные ЛР на муфте дают на десну всем подряд, без разбора, как Хью Хефнер, обдолбившись коксом и виагрой. 
 7.Комфорт. Это самый комфортный кроссовер на рынке. Сбалансированная подвеска. Фирменная для марки капитанская посадка. Вертикальная. Высоко сидишь, далеко глядишь. Правый локоть на индивидуальном, божественном подлокотнике. Левый локоть на широкой и мягкой полке оконной на том же уровне, руки на руле, поясничный упор в тоже в деле. И в таком режиме я все 7 лет проезжал от МСК до Владикавказа и обратно по 1800км без перерывов и сна.
 8.Качество металла и лкп. Очень стойкое лкп, сколы появляются очень нескоро, и крайне неохотно. А металл не цветет. Просто по умолчанию. Ты можешь забить на скол или пост-аварийный участок с оголенным металлом, спокойно проездить всю зиму, и не одну, с сыростью и реагентами. И ему похуй.
.... 
 
Эта тачка, как эталонная сучка: солидно, глянцево и дорого выглядит в светском обществе, а в постели будучи уже отжаренной до полного истощения, выплевывает твой член и с преданной искрой в глазах и дьявольской улыбкой шипит: ""Еще хочу!"" 
И я давал. 
Друг мой, ты не представляешь что я с ней делал. Я на ней обкатал половину западной части страны. Я изъездил всю восточную Украину в 2012ом, я штурмовал на нем горы Кавказа, поднимаясь выше облаков, пробивался сквозь сошедшую лавину по скользкому серпантину на вершину горы, носился по пескам Крыма, как наскипидаренный. 
И я ее не жалел. Я ебал ее все 7 лет владения, сутками, не вынимая. И нам было чертовски весело.
Фрилендер 2 может все. Во всех дисциплинах. Надо прорваться через говна- он прорвется. Надо проехать 2000км и не утомить? Он это сделает. Надо с комфортом и пробками проехать по городу, запарковаться у дорогого ресторана и выглядеть уместно? Просто включи музыку, братиш, дальше он все сам. 
...
Есть ли минусы? Да, но немного.
 1. В стоке мультимедии либо нет, либо чудовищный кусок говна. Под замену. Благо недорогих и клевых варианиов на рынке хватает.
 2.Надо следить за системой охлажления. Если прошляпить момент, то по очереди начнут лопаться патрубки. Но это происходит на пробегах 200+ и меняется за копейки. 
3. Хоть изредка прочищай дренаж, если у тебя альпийская крыша, иначе закапает прямо из плафона над головой. 
.
Друже, если у тебя на кармане полтора кислых, и тебе нужна тачка как для приключений, так и для езды по городу с пафосным ебальником, чтобы недорого в обслуживании, проходимо и надежно, чтобы комфортно и красиво, да еще и премиум-сегмент, то лучшего выбора не найти. Последний дизельный рестайлинг в жиру за пару месяцев поиска тебе уверенно будет греть душу. Уж мне-то поверь: фрил станет твоим надежным, верным другом, с которым будет связано охуенно много приятных историй, о которых ты будешь вспоминать в будущем, украдкой смахивая одинокую слезу, пока едешь на ебаную работу за рулем бездушного электрокара.
Недаром у LR самый высокий процент удержания клиентов внутри марки",id35629795
https://vk.com/wall-34963413_427464,"Всем доброго времени суток.
Выбирается авто для души, не на повседнев, без зимней эксплуатации. Кто что скажет? Бюджет до 600",id111489732
https://vk.com/wall-34963413_427362,"Дарова ПЗТ, пишу из Германии, если будут ошибки - простите. 
И так, сегодня я хочу вам рассказать о своей #пушкагонке Пежо 106 ралли. Для начала, немного предисторий. С детства гонял на всяких картах, когда пришла время покупки первого автомобиля, естественно смотрел что то простое, лёгкое и шустрое, бюджет был ограничен, по этому выбрал пал на несколько автомобилей из которых пыж был самым доступным. Теперь перейдём к технике. 
Мотор тут пакет сока на 1,5, 103 сил, что вполне хватает на кузов с весом 875 кг, в стоке же никуда не едет, хз насчёт того ебет ли соляриса, но конкуренцию всякой хуйне вроде датсун или исузу составляет. Коробка короткая, 3 ступки, что для автоспорта мало, по этому тут коробка сиквенталка samsomas, штука дорогая, но надежная. Дальше речь пойдёт о сток 106. Эргономика да да, несмотря на то, что табуретка, где место оприори мало, эргономика здесь на уровне, все находится там где тебе удобно. В стоке салон сделать из хуй пойми чего, материал достаточно жёсткий и скрипт на каждом километре, вечная болячка 106 пыжа - печка, но у меня с ним проблем не было, ибо его у меня и нет). По технической части, автомобиль почти идеальный, инженеры смогли найти отличный баланс, автомобиль в стоке не ощущается как желе, едет плавно, иногда жёстко, но в целом все хорошо. Зимой тоже неплохо едет, но лёгкая очень, но зато легко толкнуть) На удивление в -10 заводилась на старом аккумуляторе с полоборота. Из минусов - нет абс, да и в принципе нет тормозной системы, вовремя торможения ощущение, будто на американских горках, но это пока вы нормальные не поставите. Нет подушек безопасности, задние арки (на заводе их не защищают). Вообщем, это отличный вариант для первого автомобиля, ну, или для того чтобы попробовать себя в автоспорте. 

Если вы тоже захотели себе такую, то вот полный фулл прайс всего и вся.
Коробка - 1,600€ (да,цены будут в евро)
Каркас безопасности с лицензией FIA - 2,000€
Ковш - китайская, 100-150€
Ремни тоже самое, Китай, 15-20€.
Подвеска - H&R Cup-Kit Sport - 295€ .
Итог - 4060€ + 1000€ на сам автомобиль.",id677849989
https://vk.com/wall-34963413_427228,"Увидел я тут довольно давний текстик про Renault Laguna lll, и понял, что прочитал хуйню. Машина-то хорошая, а написано – ничего. А тот факт, что три месяца назад моя мама стала обладательницей именно третьей Лагуны именно по моей инициативе, заставил меня открыть Word для создания собственной хуйни.

Мамина Camry 30 потребовала вложений (резина, лямбда, покраска бампера, перешив руля), а тут нам как раз предложили за нее 400 (маловато, но, с учетом вложений – как раз рыночная стоимость). Ну и ушла Тойотка спустя 7 лет в маминых руках. И начался сложный поиск «чего-то за 550». Civic Vlll, KIA Ceed, даже Ситроен С4 чуть не купили (да, мы любим все французское). Но тут в области выскочила как раз третья Лагуна за 500, и мы помчали ее смотреть. Кстати, Рено мама не хотела, т.к. у нее уже был Меган (охуенная машина, текст про нее тут тоже есть - https://vk.com/poyasni_za_tachku?w=wall-34963413_75365), но я смог ее уговорить.

В общем, очень аккуратный владелец (замена масла каждые 8000, новые фары, шины, в салоне чистота и благодать), 260 тысяч пробега, 6 владельцев с 2008 года (да, знаю, как-то дохуя), крашен только передний и задний бампера (теперь я верю в бога) и никаких необходимых вложений. 

2 литра турбодизель, автомат, минимальная комплектация. 
Вообще, буду писать, естественно только то, что сам чувствую, периодически оказываясь за рулем Лагуны. Сравнивать могу с предыдущей Камри, и собственным Пежо 206 ((ебите меня семеро) Может быть, напишу про него, если захочу). 

Вообще, тандем двухлитрового дизеля и автомата – очень и очень редкий. 90 процентов третьих Лагун – 1,5 дизель на палочке (насчет этого двигателя знаю, что он тоже очень хорош, видел вживую третий Меган на этом родном двигателе с пробегом 700, да и вообще, если знать, как жить с этим двигателем, то все с ним классно будет). У нас же – тот же дизель и тот же автомат, что стоят на X-Trail. Оба агрегата японские, а значит, какие? Да, все верно, именно такие. А за дизельным X-Trail всегда гонка. Естественно, двигателю и коробке еще проще двигать хетчбек, нежели паркетник (идите нахуй те, кто называет X-Trail внедорожником). 150 сил, которые запросто прошиваются до 170. В общем, найти такую связку пиздец сложно, но, если найти, то это будет охуенно. У нас на 260 пробега двигатель просто в идеале (и это меня до сих пор удивляет, ведь 6 владельцев). Есть еще двухлитровые бензинки, но про них не знаю нихера.

Динамики ждать не надо. То есть, конечно, она едет, но эмоций от разгона точно нет. Да, Лагуна явно быстрее древней Камри на 2.4, но у машины явно огромная проблема с реакцией на педаль газа. По ощущениям, проходит блять секунды две между нажатием в пол (ну или даже не в пол, а просто хотя бы наполовину) и тем, как машина начинает ехать. Даже на Камри реакция была явно быстрее. Это просто пиздец. Иногда ты думаешь, что проскакиваешь при повороте налево на перекрестке, но Лагуна еще не доела багет с суши, она лишь моет тарелки, а ехать будет потом, и вот оказывается, что встречке все же приходится тормозить, т.к. ты не успел проскочить. И привыкнуть к этому у меня не получилось, т.к. даже на своем 206 на механике я привык, что машина едет блять сразу, как ты жмешь педаль. Но, когда эти две секунды прошли, когда турбина надулась, а автомат понял, чего же от него хотят, подрыв очень и очень хороший. Но ебучие две секунды (и это не преувеличение)…

Кстати, 180 по трассе – в легкую. Очень комфортно, в принципе не шумно (доп. шумки точно нет), и запас по ускорению еще есть. В Камри на такой скорости было явно жить сложнее.

Салон. И тут все прекрасно. С одной стороны, у нас минималочка, а именно: нет экрана, круиза, музыки Bose, кожи и электрорегулировок сидений и еще всякой всячины. С другой же, двухзонный климат (очень пиздатый, он прямо реально двухзонный, и разница даже в пару-тройку градусов у водителя и пассажира ощущается), хорошая музыка даже в базе, фен (это когда тебе не надо ждать прогрева двигателя для того, чтобы печка дула теплым), бесключевой доступ (и, кстати, на всех четырех дверях), датчик дождя и света, парктроник. Подрулевой регулятор громкости, привычный для всех Рено, удобен и незаменим. Ключ-карта – тоже удобно, носишь в кармане или сумке и даже не достаешь вообще (кто-то думает, что, чтобы завести машину, его надо засунуть в спец. отсек в салоне, так вот – не надо). Единственное, чего мне реально не хватает – круиз. Оптика – наипиздатейшая, хотя это еще и потому, что линзы там стоят новые и оригинальные. Кстати, руль довольно тугой, причем от скорости движения это не зависит. Даже на Вито руль более легкий. Но! С посадкой могут возникнуть проблемы, но, в целом, у меня за два часа (простите, в Калининградской области дольше двух часов ехать просто некуда) ничего не уставало. Подголовники вообще великолепные, безумно удобны. Сколько я ни пытался, не настраивал и не менял – я не смогу сесть так, чтобы мне было удобно. Качество материалов лучше, чем в Камри. Вот только полочек-ящичков как-то маловато.

Из приколов – омыватель фар срабатывает только при включенном ближнем, без него – хуй. В заднее стекло не видно нихуя. Ну вот просто ничего, блять, не видно. Оно маленькое, довольно-таки горизонтальное. Поэтому при движении задом используем зеркала, и не жужжим. Очень удобно сделано управление автоматическим режимом опускания стекол (кстати, всех четырех): есть две степени нажатия, нажимаешь несильно, стекло опускается и поднимается до того момента, пока ты не отпустишь, а продавливаешь клавишу глубже, и стекло опустится до конца одним нажатием. Удобно и интуитивно (привет, Тойота). Передние крылья – пластиковые, так что, не гниют. Да и вообще, она не гниет (и изнутри, блять, тоже).

Багажник – да, большой. Но сама створка багажника тоже большая, мне-то нормально, а мама закрыть ее одной рукой не может. 
В общем. Как и с любым французом (Логан и его дети не в счет), такие машины подходят далеко не каждому. Но вот если тебе нравятся такие авто – ты, чувак, болен, и это не лечится. Просто смирись и катайся на Рено или PSA. Да, тебя будут считать кретином, но тебе-то похуй. У тебя и так уже багет в жопе, чего терять. А машина охуенная, товарищи и БМВшники. Хотя есть и минусы, и я это прекрасно понимаю. 
Кстати, отдельного внимания стоит Лагуна универсал. Огромный вагон на дизеле – ну не мечта ли… 

Могу, конечно, еще написать про свой Пежо 206 и Опель Сенатор Б, с которым довелось провести 5 месяцев, но надо ли оно вам?

P.S. Фото взял из объявления о продаже машины, по которому мы ее купили. Машина в Калининграде, а я переехал, так что, не обессудьте.",id226393308
